USER,Reference Numbers,,Stage,Cartons,Tracking Numbers / Warehouse Location / Machine / Other Reference,Added Time,Referrer Name,Task Owner
COREY,VPOD,285583,Product Received,1,9.622E+33,2/4/26 8:23,,dmelendez@royalthreads.com
HOUZE,VPOD,286754,Shipped,,9.622E+33,2/3/26 17:49,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,286660,Shipped,1,9.622E+33,2/3/26 17:43,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,55552,Mary's Office / Window,1,,2/3/26 17:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
PAUL,VPOD,281775,Move to Machines,,Machine 05,2/3/26 17:11,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,286754,Mary's Office / Window,1,,2/3/26 16:52,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,284028,Shipped,2,"9622041730002134169100487403197763
9622041730002134169100487403197774",2/3/26 16:31,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,290879,Mary's Office / Window,7,,2/3/26 16:27,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,284028,Move to Shipping,2,,2/3/26 16:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,286660,Mary's Office / Window,1,,2/3/26 16:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,289060,Move to Shipping,1,,2/3/26 16:20,,dmelendez@royalthreads.com
TARIQ,VPOD,289688,Shipped,1,9.622E+33,2/3/26 16:18,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
TARIQ,VPOD,289688,Shipped,1,9.622E+33,2/3/26 16:04,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
TARIQ,VPOD,289688,Shipped,14,"9622001900002134169100429922259371
9622001900002134169100429922259338
9622001900002134169100429922259393
9622001900002134169100429922259452
9622001900002134169100429922259463
9622001900002134169100429922259430
9622001900002134169100429922259382
9622001900002134169100429922259420
9622001900002134169100429922259408
9622001900002134169100429922259360
9622001900002134169100429922259350
9622001900002134169100429922259349
9622001900002134169100429922259419
9622001900002134169100429922259441",2/3/26 16:03,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
TARIQ,VPOD,286723,Shipped,1,9.622E+33,2/3/26 15:43,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
TARIQ,VPOD,286738,Shipped,1,9.622E+33,2/3/26 15:39,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
TARIQ,VPOD,286738,Shipped,1,9.622E+33,2/3/26 15:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,291885,Mary's Office / Window,1,,2/3/26 13:59,,dmelendez@royalthreads.com
KARA,VPOD,287987,Paperwork Received,,,2/3/26 11:58,,dmelendez@royalthreads.com
KARA,WSOD,284358,Paperwork Received,,,,,
KARA,VPOD,287986,Paperwork Received,,,,,
COREY,VPOD,289060,Product Received,1,1ZE678080352891127,2/3/26 11:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,285705,Product Received,1,1.00192E+33,2/3/26 11:10,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,281775,Product Received,1,1.00191E+33,2/3/26 11:10,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,287986,Product Received,1,1ZE678080352892644,2/3/26 11:09,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,292466,Product Received,2,"1ZA215E51318215531
1ZA215E51318215559",2/3/26 11:05,,dmelendez@royalthreads.com
KARA,VPOD,292714,Paperwork Received,,,2/3/26 10:44,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,286739,Paperwork Received,,,,,
KARA,VPOD,292712,Paperwork Received,,,,,
KARA,VPOD,292713,Paperwork Received,,,,,
KARA,VPOD,292702,Paperwork Received,,,2/3/26 10:43,,dmelendez@royalthreads.com
KARA,WSOD,286729,Paperwork Received,,,,,
KARA,VPOD,292701,Paperwork Received,,,,,
ASTRID,VPOD,284028,Move to Machines,,M19-20,2/3/26 10:17,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,286738,Mary's Office / Window,1,,2/3/26 8:20,,dmelendez@royalthreads.com
HOUZE,VPOD,291310,Shipped,1,9.622E+33,2/2/26 18:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,286723,Mary's Office / Window,1,,2/2/26 18:26,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,291240,Paperwork Received,,,2/2/26 17:13,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,286916,Paperwork Received,,,,,
HOUZE,VPOD,286639,Shipped,1,4.87403E+11,2/2/26 17:04,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,290937,Product Received,1,4.97013E+11,2/2/26 16:55,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,290936,Product Received,,,,,
HOUZE,VPOD,291307,Shipped,2,"9622001900002134169100437626317443
9622001900002134169100437626317432",2/2/26 16:44,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,287829,Paperwork Received,,,2/2/26 16:24,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,282400,Paperwork Received,,,,,
KARA,VPOD,287828,Paperwork Received,,,,,
KARA,VPOD,287831,Paperwork Received,,,,,
HOUZE,VPOD,286639,Shipped,1,9.622E+33,2/2/26 16:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,291307,Move to Shipping,1,,2/2/26 16:08,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,286639,Mary's Office / Window,1,,2/2/26 16:00,,dmelendez@royalthreads.com
KARA,VPOD,286754,Paperwork Received,,,2/2/26 15:23,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,PKSO,55160,Paperwork Received,,,,,
KARA,VPOD,286755,Paperwork Received,,,,,
HOUZE,VPOD,285261,Shipped,1,9.622E+33,2/2/26 14:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
PAUL,VPOD,291310,Move to Machines,,Machine 20,2/2/26 14:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,277169,Shipped,1,9.622E+33,2/2/26 14:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,291305,Shipped,6,"9622001900002134169100487403197010
9622001900002134169100487403197020
9622001900002134169100487403197031
9622001900002134169100487403197042
9622001900002134169100487403197053
9622001900002134169100487403197064",2/2/26 14:22,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,291590,Shipped,4,"9622001900002134169100487403196973
9622001900002134169100487403196984
9622001900002134169100487403196995
9622001900002134169100487403197009",2/2/26 13:50,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,VPOD,291732,Move to Trim,,,2/2/26 13:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,287197,Shipped,5,"9622001900002134169100487403196929
9622001900002134169100487403196930
9622001900002134169100487403196940
9622001900002134169100487403196951
9622001900002134169100487403196962",2/2/26 13:26,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,289778,Paperwork Received,,,2/2/26 12:58,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,285651,Paperwork Received,,,,,
KARA,VPOD,289779,Paperwork Received,,,,,
KARA,VPOD,292462,Paperwork Received,,,2/2/26 11:28,,dmelendez@royalthreads.com
KARA,WSOD,286523,Paperwork Received,,,,,
KARA,VPOD,292459,Paperwork Received,,,,,
YOLI,VPOD,291590,Move to Shipping,5,,2/2/26 11:09,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,291305,Move to Shipping,6,,2/2/26 11:08,,dmelendez@royalthreads.com
ASTRID,VPOD,290879,Move to Machines,7,Machine 19-20,1/31/26 14:13,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,278817,Move to Shipping,1,,1/31/26 10:15,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,287197,Carrie's Office - Exception,2,,1/31/26 10:14,,dmelendez@royalthreads.com
TARIQ,VPOD,289340,Shipped,5,"9622001900002134169100429922258743
9622001900002134169100429922258732
9622001900002134169100429922258721
9622001900002134169100429922258765
9622001900002134169100429922258754",1/30/26 15:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,283998,Shipped,1,9.622E+33,1/30/26 15:31,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,VPOD,291305,Move to Machines,,M19-m29,1/30/26 15:10,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,287185,Shipped,1,9.62204E+33,1/30/26 15:05,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,292248,Paperwork Received,,,1/30/26 14:19,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,287402,Paperwork Received,,,,,
KARA,VPOD,292239,Paperwork Received,,,,,
KARA,VPOD,290879,Paperwork Received,,,1/30/26 14:11,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,286741,Paperwork Received,,,,,
KARA,VPOD,290878,Paperwork Received,,,,,
KARA,VPOD,291885,Paperwork Received,,,1/30/26 12:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,PKSO,55552,Paperwork Received,,,,,
KARA,VPOD,291884,Paperwork Received,,,,,
COREY,VPOD,291307,Product Received,1,1Z77V3120354903764,1/30/26 11:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291305,Product Received,6,"9622001900005019487000497012744153
9622001900005019487000497012744109
9622001900005019487000497012744142
9622001900005019487000497012744120
9622001900005019487000497012744110
9622001900005019487000497012744131",1/30/26 11:33,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291310,Product Received,1,1ZK58W770304762060,1/30/26 11:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291885,Product Received,1,1Z80E16V0335373281,1/30/26 11:32,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291590,Product Received,3,"1ZE013E80348392275
1ZE013E80348392319
1ZE013E80348392328",1/30/26 11:31,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291060,Product Received,2,"1ZY80Y620382962283
1ZY80Y620382962185",1/30/26 11:29,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,282578,Shipped,1,9.622E+33,1/30/26 10:30,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,VPOD,287185,Carrie's Office - Exception,1,Llevada a officina para confirmar color card,1/30/26 8:50,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,290864,Paperwork Received,,,1/29/26 16:39,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,286195,Paperwork Received,,,,,
KARA,VPOD,290863,Paperwork Received,,,,,
KARA,VPOD,290544,Paperwork Received,,,1/29/26 16:35,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,286629,Paperwork Received,,,,,
KARA,VPOD,290543,Paperwork Received,,,,,
KARA,VPOD,292154,Paperwork Received,,,1/29/26 16:34,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,287320,Paperwork Received,,,,,
KARA,VPOD,292153,Paperwork Received,,,,,
COREY,VPOD,280879,Product Received,1,1Z77V3120354898628,1/29/26 11:42,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,1827930,Product Received,2,"1Z6VV4830365519676
1Z6VV4830366700486",1/29/26 11:42,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291306,Product Received,1,1Z77V3120354903764,1/29/26 11:38,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,290878,Product Received,1,1Z77V3120354899449,1/29/26 11:37,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291590,Product Received,1,1Z77V3120354900098,1/29/26 11:37,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,290879,Product Received,1,1Z77V3120321589069,1/29/26 11:36,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,291589,Product Received,1,1Z77V3120354900105,1/29/26 11:36,android-app://com.google.android.googlequicksearchbox/,dmelendez@royalthreads.com
DMEL,VPOD,289340,Mary's Office / Window,5,"John Deere
Davis",1/29/26 11:35,,dmelendez@royalthreads.com
DMEL,VPOD,289341,Mary's Office / Window,,,,,
HOUZE,VPOD,280935,Shipped,1,9.622E+33,1/29/26 10:54,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,287185,Product Received,1,4.58246E+11,1/29/26 10:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,WSOD,284721,Product Received,,,,,
HOUZE,VPOD,279098,Shipped,1,9.62204E+33,1/29/26 10:42,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,281892,Shipped,1,9.622E+33,1/29/26 8:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,VPOD,280935,Move to Shipping,1,15 units,1/28/26 20:01,,dmelendez@royalthreads.com
DMEL,WSOD,280181,Move to Shipping,,,,,
YOLI,VPOD,285824,Carrie's Office - Exception,1,Entregada la m oficina6:29 escritorio de Miss Kara,1/28/26 18:30,,dmelendez@royalthreads.com
ASTRID,VPOD,281892,Carrie's Office - Exception,,Entregada a ms.carrie,1/28/26 18:07,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,283408,Shipped,1,9.622E+33,1/28/26 18:06,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,288656,Shipped,3,"9622001900002134169100487403196470
9622001900002134169100487403196480
9622001900002134169100487403196491",1/28/26 16:45,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,290569,Shipped,1,9.622E+33,1/28/26 16:26,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
COREY,VPOD,290878,Product Received,7,"1ZA248890352773134
1ZA248890352778317
1ZA248890352775874
1ZA248890352781492
1ZA248890352776506
1ZA248890352776444
1ZA248890352776435",1/28/26 15:10,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,286757,Shipped,1,9.622E+33,1/28/26 13:08,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,286718,Shipped,2,"9622001900002134169100487403196414
9622001900002134169100487403196425",1/28/26 12:29,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
HOUZE,VPOD,291088,Shipped,,1.00191E+33,1/28/26 12:10,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,291088,Move to Shipping,1,,1/28/26 11:52,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,290569,Product Received,1,4.97013E+11,1/28/26 11:47,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,286757,Mary's Office / Window,1,,1/28/26 11:38,,dmelendez@royalthreads.com
ASTRID,VPOD,291088,Move to Machines,,Processing m8,1/28/26 11:31,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
KARA,VPOD,291088,Product Received,,1.00191E+33,1/28/26 11:12,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
ASTRID,VPOD,289340,Move to Machines,,Machine 19/20,1/28/26 10:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
DMEL,VPOD,286718,Mary's Office / Window,2,"78 units 
Rhonda order
Coke",1/28/26 10:28,,dmelendez@royalthreads.com
DMEL,VPOD,286719,Mary's Office / Window,,,,,
HOUZE,VPOD,286703,Shipped,1,9.622E+33,1/28/26 9:46,https://forms.zohopublic.com/dmelendez/form/PKTracker/thankyou/formperma/lmbJfw6jSDslzih_IFP8K3A7hUddiCB4aT7nugtBbWw,dmelendez@royalthreads.com
YOLI,VPOD,286703,Carrie's Office - Exception,1,Entregado a mis Meyr,1/28/26 9:20,,dmelendez@royalthreads.com
